OrderID,OrderDate,CustomerName,ProductName,Category,Quantity,Price
1860,2/8/2023,Priya Singh,Smartphone,Electronics,5,15999
1861,4/3/2023,Priya Singh,Headphones,Electronics,3,1299
1862,10/5/2023,Anjali Chauhan,Laptop,Electronics,4,45999
1864,10/12/2023,Amit Sharma,Mouse,Electronics,1,499
1865,10/16/2023,Rahul Mehta,Headphones,Electronics,3,1299
1867,7/13/2023,Rohit Gupta,Headphones,Electronics,2,1299
1871,6/11/2023,Rohit Gupta,Smartphone,Electronics,2,15999
1873,9/15/2023,Rahul Mehta,Smartphone,Electronics,3,15999
1874,5/22/2023,Anjali Chauhan,Mouse,Electronics,1,499
1875,11/5/2023,Priya Singh,Headphones,Electronics,4,1299
1878,11/18/2023,Rahul Mehta,Headphones,Electronics,5,1299
1879,5/14/2023,Amit Sharma,Mouse,Electronics,2,499
1881,5/13/2023,Rahul Mehta,Laptop,Electronics,1,45999
1882,2/15/2023,Rahul Mehta,Headphones,Electronics,5,1299
1883,7/6/2023,Neha Verma,Laptop,Electronics,2,45999
1885,7/19/2023,Rahul Mehta,Printer,Electronics,2,8999
1887,11/24/2023,Amit Sharma,Headphones,Electronics,3,1299
1888,10/22/2023,Neha Verma,Laptop,Electronics,4,45999
1890,4/15/2023,Neha Verma,Smartphone,Electronics,3,15999
1891,9/30/2023,Rohit Gupta,Laptop,Electronics,3,45999
1892,9/26/2023,Rohit Gupta,Smartphone,Electronics,1,15999
1893,3/22/2023,Neha Verma,Mouse,Electronics,4,499
1895,11/4/2023,Rohit Gupta,Mouse,Electronics,4,499
1896,10/19/2023,Rahul Mehta,Headphones,Electronics,4,1299
1897,5/1/2023,Anjali Chauhan,Mouse,Electronics,4,499
1898,1/3/2023,Rahul Mehta,Headphones,Electronics,4,1299
1900,2/27/2023,Amit Sharma,Printer,Electronics,2,8999
1901,4/9/2023,Anjali Chauhan,Printer,Electronics,4,8999
1902,10/19/2023,Priya Singh,Laptop,Electronics,3,45999
1903,11/4/2023,Neha Verma,Smartphone,Electronics,3,15999
1904,8/13/2023,Priya Singh,Headphones,Electronics,2,1299
1906,6/26/2023,Anjali Chauhan,Printer,Electronics,5,8999
1910,5/23/2023,Neha Verma,Printer,Electronics,5,8999
1912,2/22/2023,Amit Sharma,Smartphone,Electronics,5,15999
1914,9/1/2023,Rahul Mehta,Laptop,Electronics,5,45999
1916,4/24/2023,Anjali Chauhan,Mouse,Electronics,2,499
1918,12/27/2023,Rohit Gupta,Headphones,Electronics,2,1299
1922,10/26/2023,Rohit Gupta,Mouse,Electronics,4,499
1923,11/13/2023,Neha Verma,Laptop,Electronics,4,45999
1924,7/15/2023,Anjali Chauhan,Printer,Electronics,5,8999
1931,7/7/2023,Rohit Gupta,Mouse,Electronics,3,499
1932,5/9/2023,Priya Singh,Mouse,Electronics,4,499
1936,10/11/2023,Rohit Gupta,Printer,Electronics,5,8999
1937,10/15/2023,Anjali Chauhan,Smartphone,Electronics,3,15999
1939,9/23/2023,Rahul Mehta,Mouse,Electronics,4,499
1940,12/14/2023,Rahul Mehta,Printer,Electronics,5,8999
1941,9/13/2023,Priya Singh,Mouse,Electronics,2,499
1944,7/12/2023,Priya Singh,Smartphone,Electronics,5,15999
1949,9/6/2023,Anjali Chauhan,Laptop,Electronics,5,45999
1950,9/22/2023,Neha Verma,Laptop,Electronics,2,45999
1955,2/22/2023,Neha Verma,Headphones,Electronics,3,1299
1957,10/29/2023,Rahul Mehta,Headphones,Electronics,5,1299
1960,8/9/2023,Amit Sharma,Smartphone,Electronics,3,15999
1961,5/5/2023,Anjali Chauhan,Headphones,Electronics,3,1299
1962,4/21/2023,Priya Singh,Headphones,Electronics,4,1299
1965,7/27/2023,Rohit Gupta,Mouse,Electronics,4,499
1966,3/27/2023,Amit Sharma,Headphones,Electronics,2,1299
1967,1/8/2023,Rahul Mehta,Headphones,Electronics,2,1299
1968,3/18/2023,Amit Sharma,Headphones,Electronics,2,1299
1969,1/24/2023,Amit Sharma,Printer,Electronics,1,8999
1972,10/8/2023,Rahul Mehta,Smartphone,Electronics,5,15999
1975,12/30/2023,Neha Verma,Headphones,Electronics,2,1299
1977,6/12/2023,Amit Sharma,Headphones,Electronics,4,1299
1978,12/27/2023,Anjali Chauhan,Headphones,Electronics,5,1299
1980,10/24/2023,Amit Sharma,Mouse,Electronics,5,499
1981,5/23/2023,Amit Sharma,Mouse,Electronics,5,499
1984,9/30/2023,Anjali Chauhan,Laptop,Electronics,2,45999
1985,7/5/2023,Neha Verma,Printer,Electronics,4,8999
1989,5/26/2023,Rahul Mehta,Printer,Electronics,1,8999
1990,10/29/2023,Rahul Mehta,Printer,Electronics,4,8999
1992,3/23/2023,Rohit Gupta,Mouse,Electronics,3,499
1993,8/14/2023,Anjali Chauhan,Smartphone,Electronics,5,15999
1994,9/12/2023,Rahul Mehta,Laptop,Electronics,5,45999
1998,10/1/2023,Rahul Mehta,Headphones,Electronics,2,1299
2000,8/31/2023,Rohit Gupta,Laptop,Electronics,4,45999
